Gene.symbol,adj.P.Val,negLog
IFNAR2,4.45E-01,0.351639989
IGDCC3,4.45E-01,0.351639989
LOC100996288,4.45E-01,0.351639989
OLFM2,4.45E-01,0.351639989
PCYT1B,4.45E-01,0.351639989
PDS5B,4.45E-01,0.351639989
PER2,4.45E-01,0.351639989
RELL2,4.45E-01,0.351639989
SEMA3A,4.45E-01,0.351639989
SMCR8,4.45E-01,0.351639989
SNORA36A,4.45E-01,0.351639989
SPARC,4.45E-01,0.351639989
SPRED3,4.45E-01,0.351639989
SULT1C4,4.45E-01,0.351639989
TMEM80,4.45E-01,0.351639989
ZCCHC8,4.45E-01,0.351639989
ACOT9,4.46E-01,0.350665141
ARHGEF1,4.46E-01,0.350665141
ATP6V1G3,4.46E-01,0.350665141
CCDC117,4.46E-01,0.350665141
CCDC30,4.46E-01,0.350665141
CD163,4.46E-01,0.350665141
CREB3,4.46E-01,0.350665141
FAM126A,4.46E-01,0.350665141
FOXD4L6,4.46E-01,0.350665141
GGPS1,4.46E-01,0.350665141
LAIR2,4.46E-01,0.350665141
LGALS16,4.46E-01,0.350665141
LINC01210,4.46E-01,0.350665141
LOC440895,4.46E-01,0.350665141
MED19,4.46E-01,0.350665141
MRPS15,4.46E-01,0.350665141
MS4A13,4.46E-01,0.350665141
NGDN,4.46E-01,0.350665141
OR2G3,4.46E-01,0.350665141
OR2T12,4.46E-01,0.350665141
PABPC4L,4.46E-01,0.350665141
PLS3,4.46E-01,0.350665141
PPP1R1C,4.46E-01,0.350665141
PSMB9,4.46E-01,0.350665141
PTBP2,4.46E-01,0.350665141
RAP1GDS1,4.46E-01,0.350665141
SEL1L3,4.46E-01,0.350665141
SYCE2,4.46E-01,0.350665141
SYCP2,4.46E-01,0.350665141
TOX3,4.46E-01,0.350665141
TRIQK,4.46E-01,0.350665141
TTN,4.46E-01,0.350665141
TTTY7B,4.46E-01,0.350665141
ZNF491,4.46E-01,0.350665141
ARSA,4.47E-01,0.349692477
ASAH2B,4.47E-01,0.349692477
CABLES1,4.47E-01,0.349692477
CCDC150,4.47E-01,0.349692477
CEP104,4.47E-01,0.349692477
DSEL,4.47E-01,0.349692477
GAGE12I,4.47E-01,0.349692477
GNAS,4.47E-01,0.349692477
KLRB1,4.47E-01,0.349692477
LYST,4.47E-01,0.349692477
MAT2B,4.47E-01,0.349692477
PARD6A,4.47E-01,0.349692477
PCOLCE,4.47E-01,0.349692477
PLN,4.47E-01,0.349692477
PPM1K,4.47E-01,0.349692477
PTPRD,4.47E-01,0.349692477
SON,4.47E-01,0.349692477
TARDBP,4.47E-01,0.349692477
ZCCHC18,4.47E-01,0.349692477
BEST3,4.48E-01,0.348721986
C12orf42,4.48E-01,0.348721986
FAM25C,4.48E-01,0.348721986
IL22,4.48E-01,0.348721986
KPNA1,4.48E-01,0.348721986
MFSD4,4.48E-01,0.348721986
PIK3C3,4.48E-01,0.348721986
PLEC,4.48E-01,0.348721986
PSG2,4.48E-01,0.348721986
RPL32,4.48E-01,0.348721986
RSPH10B,4.48E-01,0.348721986
SLC14A1,4.48E-01,0.348721986
SLC2A4,4.48E-01,0.348721986
SLC5A7,4.48E-01,0.348721986
TMEM107,4.48E-01,0.348721986
TP53TG3,4.48E-01,0.348721986
ADAMTS13,4.49E-01,0.347753659
ADAMTS18,4.49E-01,0.347753659
BMS1P5,4.49E-01,0.347753659
CCDC94,4.49E-01,0.347753659
DBX2,4.49E-01,0.347753659
DMRT2,4.49E-01,0.347753659
DNM1,4.49E-01,0.347753659
EMC7,4.49E-01,0.347753659
ENTPD8,4.49E-01,0.347753659
FAM19A2,4.49E-01,0.347753659
FEZF1-AS1,4.49E-01,0.347753659
GATA1,4.49E-01,0.347753659
GSTT2B,4.49E-01,0.347753659
HPVC1,4.49E-01,0.347753659
IKZF2,4.49E-01,0.347753659
LDB1,4.49E-01,0.347753659
LINC00167,4.49E-01,0.347753659
LPGAT1,4.49E-01,0.347753659
MIS18A,4.49E-01,0.347753659
OR51S1,4.49E-01,0.347753659
RABGGTA,4.49E-01,0.347753659
SMC4,4.49E-01,0.347753659
SP110,4.49E-01,0.347753659
STAT3,4.49E-01,0.347753659
STEAP2,4.49E-01,0.347753659
TIPIN,4.49E-01,0.347753659
ABCG2,4.50E-01,0.346787486
ANXA13,4.50E-01,0.346787486
C9,4.50E-01,0.346787486
CMAS,4.50E-01,0.346787486
FAM13A,4.50E-01,0.346787486
FNIP2,4.50E-01,0.346787486
GRIN1,4.50E-01,0.346787486
GUCA2B,4.50E-01,0.346787486
HS6ST1,4.50E-01,0.346787486
ITM2C,4.50E-01,0.346787486
KCNE4,4.50E-01,0.346787486
KCNK10,4.50E-01,0.346787486
MRGPRG,4.50E-01,0.346787486
N4BP2L2,4.50E-01,0.346787486
PAQR6,4.50E-01,0.346787486
PIK3R1,4.50E-01,0.346787486
POLR2M,4.50E-01,0.346787486
RBM17,4.50E-01,0.346787486
SACS,4.50E-01,0.346787486
SOCS2,4.50E-01,0.346787486
SSX4,4.50E-01,0.346787486
TAF15,4.50E-01,0.346787486
TMED4,4.50E-01,0.346787486
TMEM189,4.50E-01,0.346787486
ZNF268,4.50E-01,0.346787486
BHMT,4.51E-01,0.345823458
COL1A2,4.51E-01,0.345823458
CTSS,4.51E-01,0.345823458
FLCN,4.51E-01,0.345823458
HAUS8,4.51E-01,0.345823458
IL27RA,4.51E-01,0.345823458
JTB,4.51E-01,0.345823458
LGALS9C,4.51E-01,0.345823458
NFIA,4.51E-01,0.345823458
SENP2,4.51E-01,0.345823458
SLC25A40,4.51E-01,0.345823458
SNORD58C,4.51E-01,0.345823458
ST6GALNAC4,4.51E-01,0.345823458
VPS33A,4.51E-01,0.345823458
ADRA1A,4.52E-01,0.344861565
CALML5,4.52E-01,0.344861565
CCDC173,4.52E-01,0.344861565
CCR5,4.52E-01,0.344861565
DHRS12,4.52E-01,0.344861565
EFCC1,4.52E-01,0.344861565
H2AFB2,4.52E-01,0.344861565
HERC2,4.52E-01,0.344861565
KCNJ6,4.52E-01,0.344861565
MSMB,4.52E-01,0.344861565
MTHFD1,4.52E-01,0.344861565
MUTYH,4.52E-01,0.344861565
MYBPC1,4.52E-01,0.344861565
ODF3B,4.52E-01,0.344861565
PAG1,4.52E-01,0.344861565
PHF11,4.52E-01,0.344861565
PITX3,4.52E-01,0.344861565
PLG,4.52E-01,0.344861565
RBFOX1,4.52E-01,0.344861565
RHOH,4.52E-01,0.344861565
RPL36,4.52E-01,0.344861565
THAP1,4.52E-01,0.344861565
TLE3,4.52E-01,0.344861565
TMCC1,4.52E-01,0.344861565
ZBTB21,4.52E-01,0.344861565
AARS2,4.53E-01,0.343901798
ABAT,4.53E-01,0.343901798
C21orf88,4.53E-01,0.343901798
C2orf81,4.53E-01,0.343901798
CALCRL,4.53E-01,0.343901798
CENPU,4.53E-01,0.343901798
CEP63,4.53E-01,0.343901798
CES1,4.53E-01,0.343901798
CORO7,4.53E-01,0.343901798
EDEM2,4.53E-01,0.343901798
LAMP2,4.53E-01,0.343901798
LCLAT1,4.53E-01,0.343901798
LOC102724552,4.53E-01,0.343901798
LRRC56,4.53E-01,0.343901798
MT1IP,4.53E-01,0.343901798
PNPLA7,4.53E-01,0.343901798
RP1,4.53E-01,0.343901798
SLC6A15,4.53E-01,0.343901798
SNORA1,4.53E-01,0.343901798
TCERG1L,4.53E-01,0.343901798
TRIM40,4.53E-01,0.343901798
URB2,4.53E-01,0.343901798
ADAT2,4.54E-01,0.342944147
AGAP11,4.54E-01,0.342944147
ANKH,4.54E-01,0.342944147
ARPP21,4.54E-01,0.342944147
BRPF1,4.54E-01,0.342944147
C9orf3,4.54E-01,0.342944147
CCDC121,4.54E-01,0.342944147
CCR2,4.54E-01,0.342944147
CDK10,4.54E-01,0.342944147
DTNBP1,4.54E-01,0.342944147
F2RL2,4.54E-01,0.342944147
FAM163B,4.54E-01,0.342944147
FAM92A1P2,4.54E-01,0.342944147
FGF1,4.54E-01,0.342944147
FUT2,4.54E-01,0.342944147
GALK2,4.54E-01,0.342944147
GEMIN2,4.54E-01,0.342944147
GRHL3,4.54E-01,0.342944147
HMGB1,4.54E-01,0.342944147
ISPD,4.54E-01,0.342944147
LIN37,4.54E-01,0.342944147
LOC148413,4.54E-01,0.342944147
NCEH1,4.54E-01,0.342944147
NKAIN1,4.54E-01,0.342944147
NPAS4,4.54E-01,0.342944147
NSG1,4.54E-01,0.342944147
PDXDC2P,4.54E-01,0.342944147
PGF,4.54E-01,0.342944147
PML,4.54E-01,0.342944147
PRKAG2,4.54E-01,0.342944147
PSG6,4.54E-01,0.342944147
PURB,4.54E-01,0.342944147
RAB11FIP2,4.54E-01,0.342944147
RETN,4.54E-01,0.342944147
RPL41,4.54E-01,0.342944147
RPS14,4.54E-01,0.342944147
SCN3A,4.54E-01,0.342944147
SEC22B,4.54E-01,0.342944147
SLC37A3,4.54E-01,0.342944147
SLC7A2,4.54E-01,0.342944147
SNORA67,4.54E-01,0.342944147
SNORD44,4.54E-01,0.342944147
SPINT4,4.54E-01,0.342944147
TCF7,4.54E-01,0.342944147
TMEM201,4.54E-01,0.342944147
WWP1,4.54E-01,0.342944147
ZNF207,4.54E-01,0.342944147
ADAT1,4.55E-01,0.341988603
AKAP7,4.55E-01,0.341988603
AZI2,4.55E-01,0.341988603
BOLA2,4.55E-01,0.341988603
CLDN1,4.55E-01,0.341988603
CST1,4.55E-01,0.341988603
DDX10,4.55E-01,0.341988603
FAM104B,4.55E-01,0.341988603
FYB,4.55E-01,0.341988603
GH1,4.55E-01,0.341988603
HFE2,4.55E-01,0.341988603
IDNK,4.55E-01,0.341988603
IFFO1,4.55E-01,0.341988603
IFI27L2,4.55E-01,0.341988603
LOC494141,4.55E-01,0.341988603
OR14A16,4.55E-01,0.341988603
OR2B11,4.55E-01,0.341988603
PCDH20,4.55E-01,0.341988603
PHACTR4,4.55E-01,0.341988603
PIRT,4.55E-01,0.341988603
PLA2G10,4.55E-01,0.341988603
PPIE,4.55E-01,0.341988603
PPP3R1,4.55E-01,0.341988603
RAD51B,4.55E-01,0.341988603
RAD51B,4.55E-01,0.341988603
RDH12,4.55E-01,0.341988603
REN,4.55E-01,0.341988603
RNASEH1,4.55E-01,0.341988603
SLC12A3,4.55E-01,0.341988603
SUOX,4.55E-01,0.341988603
TMEM132B,4.55E-01,0.341988603
TNFRSF10B,4.55E-01,0.341988603
UBTF,4.55E-01,0.341988603
UTF1,4.55E-01,0.341988603
XRN2,4.55E-01,0.341988603
ZMYM1,4.55E-01,0.341988603
ABCB11,4.56E-01,0.341035157
ACVR2A,4.56E-01,0.341035157
ALG14,4.56E-01,0.341035157
C19orf48,4.56E-01,0.341035157
C4orf17,4.56E-01,0.341035157
CARS2,4.56E-01,0.341035157
CCDC132,4.56E-01,0.341035157
CEACAM3,4.56E-01,0.341035157
CELF3,4.56E-01,0.341035157
CHST9,4.56E-01,0.341035157
CST5,4.56E-01,0.341035157
DENND2D,4.56E-01,0.341035157
ELMO1,4.56E-01,0.341035157
FAM169B,4.56E-01,0.341035157
GSDMB,4.56E-01,0.341035157
HAPLN1,4.56E-01,0.341035157
IDH3A,4.56E-01,0.341035157
LHX6,4.56E-01,0.341035157
LOC389273,4.56E-01,0.341035157
LOC728554,4.56E-01,0.341035157
MIR548H1,4.56E-01,0.341035157
MIR769,4.56E-01,0.341035157
N4BP1,4.56E-01,0.341035157
OR10W1,4.56E-01,0.341035157
PPP1R3A,4.56E-01,0.341035157
PTPRT,4.56E-01,0.341035157
PURA,4.56E-01,0.341035157
RBM19,4.56E-01,0.341035157
RNPC3,4.56E-01,0.341035157
S100A10,4.56E-01,0.341035157
SGCD,4.56E-01,0.341035157
SLC9A3R1,4.56E-01,0.341035157
SUPV3L1,4.56E-01,0.341035157
TRIM36,4.56E-01,0.341035157
ZFPL1,4.56E-01,0.341035157
AVL9,4.57E-01,0.3400838
CCDC117,4.57E-01,0.3400838
CCSAP,4.57E-01,0.3400838
DDR2,4.57E-01,0.3400838
IZUMO4,4.57E-01,0.3400838
MRE11A,4.57E-01,0.3400838
PDLIM4,4.57E-01,0.3400838
PLSCR4,4.57E-01,0.3400838
PPP1R3B,4.57E-01,0.3400838
RSRC2,4.57E-01,0.3400838
SEMA4G,4.57E-01,0.3400838
STYX,4.57E-01,0.3400838
TBX19,4.57E-01,0.3400838
TSPAN13,4.57E-01,0.3400838
ZNF350,4.57E-01,0.3400838
ACVR1C,4.58E-01,0.339134522
ARL6,4.58E-01,0.339134522
ATXN3,4.58E-01,0.339134522
CAMK2B,4.58E-01,0.339134522
CCL15,4.58E-01,0.339134522
CFDP1,4.58E-01,0.339134522
FITM2,4.58E-01,0.339134522
GPN3,4.58E-01,0.339134522
HN1L,4.58E-01,0.339134522
KCNV2,4.58E-01,0.339134522
MIR1301,4.58E-01,0.339134522
MPC1,4.58E-01,0.339134522
MRC1,4.58E-01,0.339134522
ULK4,4.58E-01,0.339134522
VN1R1,4.58E-01,0.339134522
ADAD2,4.59E-01,0.338187314
CTSC,4.59E-01,0.338187314
FMNL3,4.59E-01,0.338187314
GABRB3,4.59E-01,0.338187314
MCMDC2,4.59E-01,0.338187314
MISP,4.59E-01,0.338187314
PCDHB2,4.59E-01,0.338187314
PRIMPOL,4.59E-01,0.338187314
PSTK,4.59E-01,0.338187314
SCAMP4,4.59E-01,0.338187314
SNAPC5,4.59E-01,0.338187314
SPRR4,4.59E-01,0.338187314
TARS2,4.59E-01,0.338187314
TLR10,4.59E-01,0.338187314
TTC39C,4.59E-01,0.338187314
ARID2,4.60E-01,0.337242168
C3orf30,4.60E-01,0.337242168
CTNNA1,4.60E-01,0.337242168
CXorf40A,4.60E-01,0.337242168
HECA,4.60E-01,0.337242168
HIST1H4I,4.60E-01,0.337242168
IFT88,4.60E-01,0.337242168
LONRF2,4.60E-01,0.337242168
LYZL4,4.60E-01,0.337242168
MAP4,4.60E-01,0.337242168
MAPK3,4.60E-01,0.337242168
MIR573,4.60E-01,0.337242168
PIR,4.60E-01,0.337242168
PKHD1,4.60E-01,0.337242168
RAB25,4.60E-01,0.337242168
TBC1D3P1-DHX40P1,4.60E-01,0.337242168
THOC3,4.60E-01,0.337242168
TMEM178B,4.60E-01,0.337242168
USP6,4.60E-01,0.337242168
ARHGAP42,4.61E-01,0.336299075
CD79B,4.61E-01,0.336299075
FANCD2,4.61E-01,0.336299075
METTL21B,4.61E-01,0.336299075
NAT10,4.61E-01,0.336299075
NIPSNAP3A,4.61E-01,0.336299075
PVRL2,4.61E-01,0.336299075
SUMO3,4.61E-01,0.336299075
TCEA2,4.61E-01,0.336299075
TIAL1,4.61E-01,0.336299075
UGT1A5,4.61E-01,0.336299075
ZC3H12A,4.61E-01,0.336299075
ZNF302,4.61E-01,0.336299075
ADAL,4.62E-01,0.335358024
ALDH3A1,4.62E-01,0.335358024
CYC1,4.62E-01,0.335358024
DHRS7,4.62E-01,0.335358024
RBL2,4.62E-01,0.335358024
SBDSP1,4.62E-01,0.335358024
SCARNA3,4.62E-01,0.335358024
TUBB2B,4.62E-01,0.335358024
ZNF544,4.62E-01,0.335358024
AFG3L1P,4.63E-01,0.334419009
AKAP11,4.63E-01,0.334419009
APLP1,4.63E-01,0.334419009
BPIFB1,4.63E-01,0.334419009
C1orf87,4.63E-01,0.334419009
C20orf24,4.63E-01,0.334419009
CHMP3,4.63E-01,0.334419009
COPS7A,4.63E-01,0.334419009
EIF4A2,4.63E-01,0.334419009
FBLIM1,4.63E-01,0.334419009
GAL,4.63E-01,0.334419009
HLA-C,4.63E-01,0.334419009
IFNAR2,4.63E-01,0.334419009
IL2RB,4.63E-01,0.334419009
IVNS1ABP,4.63E-01,0.334419009
KCNIP4,4.63E-01,0.334419009
LINC00893,4.63E-01,0.334419009
LRP12,4.63E-01,0.334419009
LRP5L,4.63E-01,0.334419009
MIR1912,4.63E-01,0.334419009
NTN3,4.63E-01,0.334419009
OR4K15,4.63E-01,0.334419009
PBX3,4.63E-01,0.334419009
PMCH,4.63E-01,0.334419009
RAB29,4.63E-01,0.334419009
SAGE1,4.63E-01,0.334419009
SCAND2P,4.63E-01,0.334419009
SLC22A1,4.63E-01,0.334419009
SND1,4.63E-01,0.334419009
SNORA11,4.63E-01,0.334419009
SNRNP40,4.63E-01,0.334419009
TAS1R2,4.63E-01,0.334419009
TMEM164,4.63E-01,0.334419009
TRIM33,4.63E-01,0.334419009
CCNL1,4.64E-01,0.333482019
CDH20,4.64E-01,0.333482019
COX7A2,4.64E-01,0.333482019
DEFB103A,4.64E-01,0.333482019
ENO1-AS1,4.64E-01,0.333482019
FAM86FP,4.64E-01,0.333482019
FTHL17,4.64E-01,0.333482019
GOLGA8DP,4.64E-01,0.333482019
GPKOW,4.64E-01,0.333482019
HDAC3,4.64E-01,0.333482019
KCNQ5,4.64E-01,0.333482019
LRRC49,4.64E-01,0.333482019
MVB12A,4.64E-01,0.333482019
MYOT,4.64E-01,0.333482019
NKX2-3,4.64E-01,0.333482019
NR1D2,4.64E-01,0.333482019
PCDHGB6,4.64E-01,0.333482019
PRSS56,4.64E-01,0.333482019
PTPN6,4.64E-01,0.333482019
RNF186,4.64E-01,0.333482019
SPCS3,4.64E-01,0.333482019
TAS2R50,4.64E-01,0.333482019
TSNAX-DISC1///DISC1///TSNAX,4.64E-01,0.333482019
TTC8,4.64E-01,0.333482019
ZBED3,4.64E-01,0.333482019
ACBD6,4.65E-01,0.332547047
ATP5B,4.65E-01,0.332547047
ATXN2L,4.65E-01,0.332547047
C1R,4.65E-01,0.332547047
CSF2,4.65E-01,0.332547047
DNAJC21,4.65E-01,0.332547047
DTNA,4.65E-01,0.332547047
FAHD1,4.65E-01,0.332547047
FAM71C,4.65E-01,0.332547047
GPR64,4.65E-01,0.332547047
KAT8,4.65E-01,0.332547047
LOC100128398,4.65E-01,0.332547047
LRRC16B,4.65E-01,0.332547047
MIR1322,4.65E-01,0.332547047
MSANTD3,4.65E-01,0.332547047
PLEKHA2,4.65E-01,0.332547047
PPP1R14A,4.65E-01,0.332547047
PRSS22,4.65E-01,0.332547047
RNF19A,4.65E-01,0.332547047
SPHKAP,4.65E-01,0.332547047
TBC1D32,4.65E-01,0.332547047
TJP2,4.65E-01,0.332547047
TMEM259,4.65E-01,0.332547047
USP47,4.65E-01,0.332547047
ZXDA,4.65E-01,0.332547047
AKTIP,4.66E-01,0.331614083
ASB11,4.66E-01,0.331614083
CCHCR1,4.66E-01,0.331614083
CDKN2B,4.66E-01,0.331614083
CNPY3,4.66E-01,0.331614083
CTAG1B,4.66E-01,0.331614083
DYX1C1,4.66E-01,0.331614083
FAM183A,4.66E-01,0.331614083
FAM86DP,4.66E-01,0.331614083
FECH,4.66E-01,0.331614083
GOLGA6A,4.66E-01,0.331614083
KIAA1217,4.66E-01,0.331614083
LCN9,4.66E-01,0.331614083
LILRA2,4.66E-01,0.331614083
LIN52,4.66E-01,0.331614083
MIR142,4.66E-01,0.331614083
MRI1,4.66E-01,0.331614083
MS4A3,4.66E-01,0.331614083
PHF6,4.66E-01,0.331614083
SCNM1,4.66E-01,0.331614083
TCP11L1,4.66E-01,0.331614083
TG,4.66E-01,0.331614083
TLDC1,4.66E-01,0.331614083
TNK2,4.66E-01,0.331614083
UQCC1,4.66E-01,0.331614083
VCX3A,4.66E-01,0.331614083
VWA8,4.66E-01,0.331614083
ZDHHC15,4.66E-01,0.331614083
ACSM2B,4.67E-01,0.330683119
C1orf146,4.67E-01,0.330683119
CMSS1,4.67E-01,0.330683119
COQ2,4.67E-01,0.330683119
DDX3X,4.67E-01,0.330683119
DNAH6,4.67E-01,0.330683119
KRT9,4.67E-01,0.330683119
LAMP3,4.67E-01,0.330683119
LOC100128651,4.67E-01,0.330683119
POLR3G,4.67E-01,0.330683119
RAD54B,4.67E-01,0.330683119
THUMPD1,4.67E-01,0.330683119
TXLNA,4.67E-01,0.330683119
ABHD2,4.68E-01,0.329754147
ANKRD30BL,4.68E-01,0.329754147
C10orf82,4.68E-01,0.329754147
C1QTNF1,4.68E-01,0.329754147
C22orf39,4.68E-01,0.329754147
CCDC174,4.68E-01,0.329754147
CDKN2C,4.68E-01,0.329754147
CTCF,4.68E-01,0.329754147
DNAJB5,4.68E-01,0.329754147
DSTN,4.68E-01,0.329754147
DUSP13,4.68E-01,0.329754147
ERICH5,4.68E-01,0.329754147
FAAHP1,4.68E-01,0.329754147
HILPDA,4.68E-01,0.329754147
IDH3B,4.68E-01,0.329754147
LOC284933,4.68E-01,0.329754147
LPIN3,4.68E-01,0.329754147
MFAP3L,4.68E-01,0.329754147
MIRLET7F2,4.68E-01,0.329754147
MTRF1,4.68E-01,0.329754147
OR2T1,4.68E-01,0.329754147
PCDHGA1,4.68E-01,0.329754147
PCDHGC3,4.68E-01,0.329754147
PDYN,4.68E-01,0.329754147
RPL15,4.68E-01,0.329754147
RPP25L,4.68E-01,0.329754147
SMARCD3,4.68E-01,0.329754147
SMN1,4.68E-01,0.329754147
TAF2,4.68E-01,0.329754147
TFG,4.68E-01,0.329754147
TOMM20,4.68E-01,0.329754147
TOP1MT,4.68E-01,0.329754147
TSSK6,4.68E-01,0.329754147
YARS,4.68E-01,0.329754147
ZG16,4.68E-01,0.329754147
CLN3,4.69E-01,0.328827157
DPH2,4.69E-01,0.328827157
FAM92B,4.69E-01,0.328827157
FHIT,4.69E-01,0.328827157
GEMIN2,4.69E-01,0.328827157
GLRX3,4.69E-01,0.328827157
GPR110,4.69E-01,0.328827157
LMAN1L,4.69E-01,0.328827157
MIR1910,4.69E-01,0.328827157
OR1S1,4.69E-01,0.328827157
PFKFB3,4.69E-01,0.328827157
PNMA5,4.69E-01,0.328827157
SLC25A4,4.69E-01,0.328827157
TDG,4.69E-01,0.328827157
TNR,4.69E-01,0.328827157
ZBED8,4.69E-01,0.328827157
ASCC2,4.70E-01,0.327902142
CCDC166,4.70E-01,0.327902142
CDH16,4.70E-01,0.327902142
CHM,4.70E-01,0.327902142
GCC1,4.70E-01,0.327902142
HOXB5,4.70E-01,0.327902142
LINC00086,4.70E-01,0.327902142
MIR548A3,4.70E-01,0.327902142
MIR576,4.70E-01,0.327902142
OCRL,4.70E-01,0.327902142
OR10J5,4.70E-01,0.327902142
RAD54B,4.70E-01,0.327902142
SEPT7P2,4.70E-01,0.327902142
TXNDC16,4.70E-01,0.327902142
WDR12,4.70E-01,0.327902142
ZFAND1,4.70E-01,0.327902142
ANXA13,4.71E-01,0.326979093
ATRN,4.71E-01,0.326979093
CARKD,4.71E-01,0.326979093
CCDC102A,4.71E-01,0.326979093
CLPSL2,4.71E-01,0.326979093
DYNC2LI1,4.71E-01,0.326979093
HIPK2,4.71E-01,0.326979093
INPP5E,4.71E-01,0.326979093
KCNJ9,4.71E-01,0.326979093
KIAA0368,4.71E-01,0.326979093
KLHL20,4.71E-01,0.326979093
LAPTM4B,4.71E-01,0.326979093
LINC00921,4.71E-01,0.326979093
LYPD4,4.71E-01,0.326979093
MAP9,4.71E-01,0.326979093
MAPKAPK2,4.71E-01,0.326979093
OSBPL11,4.71E-01,0.326979093
PTS,4.71E-01,0.326979093
SAMD3,4.71E-01,0.326979093
SCAF11,4.71E-01,0.326979093
TTC24,4.71E-01,0.326979093
CABLES2,4.72E-01,0.326058001
CPLX4,4.72E-01,0.326058001
DBT,4.72E-01,0.326058001
EIF3J-AS1,4.72E-01,0.326058001
GALNT13,4.72E-01,0.326058001
GH2,4.72E-01,0.326058001
IGF1,4.72E-01,0.326058001
ITSN1,4.72E-01,0.326058001
LOC440895,4.72E-01,0.326058001
MTMR4,4.72E-01,0.326058001
NAA60,4.72E-01,0.326058001
PARD6A,4.72E-01,0.326058001
PCDHA2,4.72E-01,0.326058001
RFC3,4.72E-01,0.326058001
RNF39,4.72E-01,0.326058001
RPS4Y1,4.72E-01,0.326058001
SNHG15,4.72E-01,0.326058001
SNORD18C,4.72E-01,0.326058001
SPECC1,4.72E-01,0.326058001
TMOD2,4.72E-01,0.326058001
TNFRSF10B,4.72E-01,0.326058001
UGT1A6,4.72E-01,0.326058001
WDR87,4.72E-01,0.326058001
WHSC1L1,4.72E-01,0.326058001
ZNF138,4.72E-01,0.326058001
ACLY,4.73E-01,0.325138859
ALG5,4.73E-01,0.325138859
BOLA2,4.73E-01,0.325138859
BUB3,4.73E-01,0.325138859
BVES,4.73E-01,0.325138859
C1QC,4.73E-01,0.325138859
C4B,4.73E-01,0.325138859
CEP95,4.73E-01,0.325138859
CSMD3,4.73E-01,0.325138859
DHX35,4.73E-01,0.325138859
DYDC1,4.73E-01,0.325138859
FBXO4,4.73E-01,0.325138859
FMO3,4.73E-01,0.325138859
GOSR2,4.73E-01,0.325138859
HAUS6,4.73E-01,0.325138859
INPP5K,4.73E-01,0.325138859
KRT75,4.73E-01,0.325138859
LGALS7,4.73E-01,0.325138859
LOC100131532,4.73E-01,0.325138859
MAGEA8,4.73E-01,0.325138859
MGLL,4.73E-01,0.325138859
MIR1-2,4.73E-01,0.325138859
MYEF2,4.73E-01,0.325138859
NMRK1,4.73E-01,0.325138859
NUP205,4.73E-01,0.325138859
OLFM3,4.73E-01,0.325138859
OR9Q1,4.73E-01,0.325138859
PTPRC,4.73E-01,0.325138859
RBMY2EP,4.73E-01,0.325138859
SDF4,4.73E-01,0.325138859
SNORD30,4.73E-01,0.325138859
USP6NL,4.73E-01,0.325138859
YBEY,4.73E-01,0.325138859
AMPD3,4.74E-01,0.324221658
CRYGB,4.74E-01,0.324221658
DST,4.74E-01,0.324221658
FAM57B,4.74E-01,0.324221658
FAXC,4.74E-01,0.324221658
GABRA1,4.74E-01,0.324221658
HERC2P2,4.74E-01,0.324221658
PTGER4,4.74E-01,0.324221658
RNMTL1,4.74E-01,0.324221658
SNORD107,4.74E-01,0.324221658
STK4,4.74E-01,0.324221658
TIPRL,4.74E-01,0.324221658
BAALC,4.75E-01,0.32330639
CLK4,4.75E-01,0.32330639
CTNND1,4.75E-01,0.32330639
ENTPD2,4.75E-01,0.32330639
FAM24A,4.75E-01,0.32330639
IL1RN,4.75E-01,0.32330639
ING1,4.75E-01,0.32330639
PAGE5,4.75E-01,0.32330639
PLA2G2C,4.75E-01,0.32330639
PSRC1,4.75E-01,0.32330639
RNFT2,4.75E-01,0.32330639
RPL21P28,4.75E-01,0.32330639
SMIM4,4.75E-01,0.32330639
SNORD112,4.75E-01,0.32330639
TMPRSS11A,4.75E-01,0.32330639
UGT2A1,4.75E-01,0.32330639
ZNF789,4.75E-01,0.32330639
ASF1A,4.76E-01,0.322393047
BIK,4.76E-01,0.322393047
DIRC2,4.76E-01,0.322393047
EXOC2,4.76E-01,0.322393047
GPX5,4.76E-01,0.322393047
GPX7,4.76E-01,0.322393047
HIVEP2,4.76E-01,0.322393047
NR2E1,4.76E-01,0.322393047
SMC2,4.76E-01,0.322393047
ZNF733P,4.76E-01,0.322393047
ACSS2,4.77E-01,0.321481621
BAGE5,4.77E-01,0.321481621
CDKN2A,4.77E-01,0.321481621
CHRNG,4.77E-01,0.321481621
CNIH3,4.77E-01,0.321481621
CSTF2,4.77E-01,0.321481621
F2RL2,4.77E-01,0.321481621
HMHB1,4.77E-01,0.321481621
KDF1,4.77E-01,0.321481621
NCSTN,4.77E-01,0.321481621
OIT3,4.77E-01,0.321481621
OR1E1,4.77E-01,0.321481621
PCYT2,4.77E-01,0.321481621
PIGY,4.77E-01,0.321481621
POR,4.77E-01,0.321481621
PPIAL4B,4.77E-01,0.321481621
PPP1R1C,4.77E-01,0.321481621
PSMB6,4.77E-01,0.321481621
PXT1,4.77E-01,0.321481621
SDR39U1,4.77E-01,0.321481621
SEC61G,4.77E-01,0.321481621
SLC39A8,4.77E-01,0.321481621
SLC9B2,4.77E-01,0.321481621
TGM3,4.77E-01,0.321481621
